"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Nov 06 14:42:23 GMT 2023","Mon Nov 06 14:42:30 GMT 2023","6430","firefox","","Scenarios","","","Check LOHI sorting",""
"passed","Mon Nov 06 14:42:25 GMT 2023","Mon Nov 06 14:42:30 GMT 2023","5569","firefox","","Scenarios","","","Check HILO sorting",""
"passed","Mon Nov 06 14:42:34 GMT 2023","Mon Nov 06 14:42:37 GMT 2023","2609","Google Chrome","","Scenarios","","","Check ZA sorting",""
"passed","Mon Nov 06 14:42:12 GMT 2023","Mon Nov 06 14:42:22 GMT 2023","9830","firefox","","Login page tests","","","Check login with error user",""
"passed","Mon Nov 06 14:42:12 GMT 2023","Mon Nov 06 14:42:23 GMT 2023","10842","firefox","","Login page tests","","","Check login with visual user",""
"passed","Mon Nov 06 14:42:32 GMT 2023","Mon Nov 06 14:42:36 GMT 2023","3766","Google Chrome","","Scenarios","","","Check add to cart scenario and go back",""
"passed","Mon Nov 06 14:42:32 GMT 2023","Mon Nov 06 14:42:34 GMT 2023","2130","Google Chrome","","Login page tests","","","Check login with problem user",""
"passed","Mon Nov 06 14:42:12 GMT 2023","Mon Nov 06 14:42:23 GMT 2023","10129","firefox","","Login page tests","","","Check login with locked user",""
"passed","Mon Nov 06 14:42:12 GMT 2023","Mon Nov 06 14:42:23 GMT 2023","11019","firefox","","Login page tests","","","Check login with standard user",""
"passed","Mon Nov 06 14:42:13 GMT 2023","Mon Nov 06 14:42:29 GMT 2023","16287","firefox","","Scenarios","","","Check add to cart scenario and checkout",""
"passed","Mon Nov 06 14:42:22 GMT 2023","Mon Nov 06 14:42:29 GMT 2023","6572","firefox","","Scenarios","","","Check hamburger button",""
"passed","Mon Nov 06 14:42:13 GMT 2023","Mon Nov 06 14:42:28 GMT 2023","15839","firefox","","Login page tests","","","Check login with performance user",""
"passed","Mon Nov 06 14:42:23 GMT 2023","Mon Nov 06 14:42:28 GMT 2023","5497","firefox","","Scenarios","","","Check AZ sorting",""
"passed","Mon Nov 06 14:42:32 GMT 2023","Mon Nov 06 14:42:34 GMT 2023","2215","Google Chrome","","Login page tests","","","Check login with error user",""
"passed","Mon Nov 06 14:42:32 GMT 2023","Mon Nov 06 14:42:39 GMT 2023","6974","Google Chrome","","Login page tests","","","Check login with performance user",""
"passed","Mon Nov 06 14:42:34 GMT 2023","Mon Nov 06 14:42:36 GMT 2023","2122","Google Chrome","","Scenarios","","","Check LOHI sorting",""
"passed","Mon Nov 06 14:42:23 GMT 2023","Mon Nov 06 14:42:30 GMT 2023","6440","firefox","","Scenarios","","","Check ZA sorting",""
"passed","Mon Nov 06 14:42:35 GMT 2023","Mon Nov 06 14:42:37 GMT 2023","2607","Google Chrome","","Scenarios","","","Check add to cart scenario and checkout",""
"passed","Mon Nov 06 14:42:32 GMT 2023","Mon Nov 06 14:42:35 GMT 2023","2360","Google Chrome","","Login page tests","","","Check login with visual user",""
"passed","Mon Nov 06 14:42:34 GMT 2023","Mon Nov 06 14:42:36 GMT 2023","2534","Google Chrome","","Scenarios","","","Check AZ sorting",""
"passed","Mon Nov 06 14:42:35 GMT 2023","Mon Nov 06 14:42:37 GMT 2023","2051","Google Chrome","","Scenarios","","","Check HILO sorting",""
"passed","Mon Nov 06 14:42:12 GMT 2023","Mon Nov 06 14:42:25 GMT 2023","12773","firefox","","Scenarios","","","Check add to cart scenario and go back",""
"passed","Mon Nov 06 14:42:12 GMT 2023","Mon Nov 06 14:42:25 GMT 2023","12419","firefox","","Login page tests","","","Check login with problem user",""
"passed","Mon Nov 06 14:42:30 GMT 2023","Mon Nov 06 14:42:34 GMT 2023","3443","Google Chrome","","Login page tests","","","Check login with standard user",""
"passed","Mon Nov 06 14:42:34 GMT 2023","Mon Nov 06 14:42:36 GMT 2023","2477","Google Chrome","","Scenarios","","","Check hamburger button",""
"passed","Mon Nov 06 14:42:32 GMT 2023","Mon Nov 06 14:42:34 GMT 2023","2280","Google Chrome","","Login page tests","","","Check login with locked user",""
