"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Sun Nov 05 12:14:52 GMT 2023","Sun Nov 05 12:14:57 GMT 2023","4413","firefox","","Login page tests","","","Check login with performance user",""
"failed","Sun Nov 05 12:14:29 GMT 2023","Sun Nov 05 12:14:38 GMT 2023","8440","firefox","","Login page tests","","","Check login with performance user",""
"failed","Sun Nov 05 12:14:07 GMT 2023","Sun Nov 05 12:14:09 GMT 2023","1571","chromium","","Login page tests","","","Check login with locked user",""
"failed","Sun Nov 05 12:14:06 GMT 2023","Sun Nov 05 12:14:07 GMT 2023","1121","chromium","","Login page tests","","","Check login with locked user",""
"failed","Sun Nov 05 12:14:07 GMT 2023","Sun Nov 05 12:14:08 GMT 2023","1350","chromium","","Login page tests","","","Check login with standard user",""
"failed","Sun Nov 05 12:14:14 GMT 2023","Sun Nov 05 12:14:16 GMT 2023","1424","chromium","","Login page tests","","","Check login with performance user",""
"failed","Sun Nov 05 12:14:38 GMT 2023","Sun Nov 05 12:14:45 GMT 2023","7143","firefox","","Login page tests","","","Check login with locked user",""
"failed","Sun Nov 05 12:14:29 GMT 2023","Sun Nov 05 12:14:38 GMT 2023","9311","firefox","","Login page tests","","","Check login with locked user",""
"failed","Sun Nov 05 12:14:29 GMT 2023","Sun Nov 05 12:14:37 GMT 2023","8516","firefox","","Login page tests","","","Check login with problem user",""
"failed","Sun Nov 05 12:14:36 GMT 2023","Sun Nov 05 12:14:44 GMT 2023","8376","firefox","","Login page tests","","","Check login with visual user",""
"failed","Sun Nov 05 12:14:29 GMT 2023","Sun Nov 05 12:14:37 GMT 2023","8533","firefox","","Login page tests","","","Check login with standard user",""
"failed","Sun Nov 05 12:14:14 GMT 2023","Sun Nov 05 12:14:15 GMT 2023","1235","chromium","","Login page tests","","","Check login with problem user",""
"failed","Sun Nov 05 12:14:07 GMT 2023","Sun Nov 05 12:14:08 GMT 2023","1320","chromium","","Login page tests","","","Check login with standard user",""
"failed","Sun Nov 05 12:14:07 GMT 2023","Sun Nov 05 12:14:08 GMT 2023","1321","chromium","","Login page tests","","","Check login with visual user",""
"failed","Sun Nov 05 12:14:37 GMT 2023","Sun Nov 05 12:14:46 GMT 2023","8559","firefox","","Login page tests","","","Check login with standard user",""
"failed","Sun Nov 05 12:14:07 GMT 2023","Sun Nov 05 12:14:08 GMT 2023","1229","chromium","","Login page tests","","","Check login with problem user",""
"failed","Sun Nov 05 12:14:16 GMT 2023","Sun Nov 05 12:14:17 GMT 2023","1064","chromium","","Login page tests","","","Check login with visual user",""
"failed","Sun Nov 05 12:14:15 GMT 2023","Sun Nov 05 12:14:16 GMT 2023","1475","chromium","","Login page tests","","","Check login with error user",""
"failed","Sun Nov 05 12:14:07 GMT 2023","Sun Nov 05 12:14:08 GMT 2023","1098","chromium","","Login page tests","","","Check login with performance user",""
"failed","Sun Nov 05 12:14:07 GMT 2023","Sun Nov 05 12:14:09 GMT 2023","1510","chromium","","Login page tests","","","Check login with error user",""
"failed","Sun Nov 05 12:14:51 GMT 2023","Sun Nov 05 12:14:56 GMT 2023","4139","firefox","","Login page tests","","","Check login with problem user",""
"failed","Sun Nov 05 12:14:35 GMT 2023","Sun Nov 05 12:14:43 GMT 2023","7951","firefox","","Login page tests","","","Check login with error user",""
"failed","Sun Nov 05 12:14:51 GMT 2023","Sun Nov 05 12:14:55 GMT 2023","4080","firefox","","Login page tests","","","Check login with error user",""
"failed","Sun Nov 05 12:14:51 GMT 2023","Sun Nov 05 12:14:55 GMT 2023","4068","firefox","","Login page tests","","","Check login with visual user",""
